部首編號,筆畫數,漢字,總筆劃,說文解字
85,10,溓,13,薄水也。一曰：中絕小水。从水，兼聲。 〔力鹽切〕 (234 / 234)
85,10,溔,13,
85,10,準,13,平也。从水，隼聲。 〔之允切〕 (235 / 234)
85,10,溗,13,
85,10,溘,13,奄忽也。从水，盍聲。 〔口荅切〕 (238 / 238)
85,10,溙,13,
85,10,溛,13,
85,10,溜,13,水，出鬱林郡。从水，留聲。 〔力救切〕 (226 / 226)
85,10,溝,13,水瀆，廣四尺，深四尺。从水，冓聲。 〔古侯切〕 (232 / 232)
85,10,溞,13,
85,10,溟,13,小雨溟溟也。从水，冥聲。 〔莫經切〕 (233 / 233)
85,10,溠,13,水，在漢南。从水，差聲。荊州浸也。《春秋傳》曰：脩涂梁溠。 〔側駕切〕 (226 / 225)
85,10,溡,13,
85,10,溢,13,器滿也。从水，益聲。 〔夷質切〕 (236 / 236)
85,10,溣,13,
85,10,溤,13,
85,10,溥,13,大也。从水，尃聲。 〔滂古切〕 (229 / 228)
85,10,溦,13,小雨也。从水，微省聲。 〔無非切〕 (234 / 233)
85,10,溧,13,水，出丹陽溧陽縣。从水，栗聲。 〔力質切〕 (226 / 226)
85,10,溪,13,山瀆無所通者。从谷，奚聲。 〔苦兮切〕 (240 / 240)
85,10,溫,13,水，出犍爲涪，南入黔水。从水，𥁕聲。 〔烏魂切〕 (225 / 224)
85,10,溮,13,
85,10,溯,13,
85,10,溰,13,
85,10,溱,13,水，出桂陽臨武，入匯。从水，秦聲。 〔側詵切〕 (226 / 226)
85,10,溲,13,浸𣵽也。从水，叜聲。 〔疏有切〕 (235 / 235)
85,10,溳,13,水，出南陽蔡陽，東入夏水。从水，員聲。 〔王分切〕 (226 / 226)
85,10,溴,13,
85,10,溶,13,水盛也。从水，容聲。 〔余隴切，又音容〕 (231 / 230)
85,10,溷,13,亂也。一曰：水濁皃。从水，圂聲。 〔胡困切〕 (231 / 230)
85,10,溹,13,
85,10,溺,13,水，自張掖刪丹，西至酒泉、合黎，餘波入于流沙。从水，弱聲。桑欽所說。 〔而灼切〕 (225 / 224)
85,10,溼,13,幽溼也。从水、一，所以覆也，覆而有土，故溼也。𣊡省聲。 〔失入切〕 (235 / 234)
85,10,溽,13,溼暑也。从水，辱聲。 〔而蜀切〕 (231 / 231)
85,10,溾,13,
85,10,溿,13,
85,10,滀,13,
85,10,滁,13,水名。从水，除聲。 〔直魚切〕 (238 / 237)
85,10,滂,13,沛也。从水，旁聲。 【臣鉉等曰：今俗別作霶霈，非是。】 〔普郎切〕 (229 / 229)
85,10,滃,13,雲气起也。从水，翁聲。 〔烏孔切〕 (233 / 233)
85,10,滄,13,寒也。从水，倉聲。 〔七岡切〕 (236 / 236)
85,10,滅,13,盡也。从水，烕聲。 〔亡列切〕 (237 / 237)
85,10,滆,13,
85,10,滇,13,益州池名。从水，眞聲。 〔都年切〕 (225 / 224)
85,10,滈,13,久雨也。从水，高聲。 〔乎老切〕 (234 / 233)
85,10,滉,13,
85,10,滊,13,
85,10,滋,12,益也。从水，茲聲。一曰：滋水，出牛飲山白陘谷，東入呼沱。 〔子之切〕 (231 / 231)
85,10,滍,13,水，出南陽魯陽堯山，東北入汝。从水，蚩聲。 〔直几切〕 (226 / 226)
85,10,滎,14,絕小水也。从水，熒省聲。 〔戶扃切〕 (232 / 231)
85,10,滏,13,
85,10,滐,13,
85,10,滑,13,利也。从水，骨聲。 〔戶八切〕 (231 / 231)
85,10,滒,13,多汁也。从水，哥聲。讀若哥。 〔古俄切〕 (236 / 236)
85,10,滓,13,澱也。从水，宰聲。 〔阻史切〕 (236 / 235)
85,10,滔,13,水漫漫大皃。从水，舀聲。 〔土刀切〕 (229 / 228)
85,10,滕,15,水超涌也。从水，朕聲。 〔徒登切〕 (230 / 229)
85,10,滖,13,
85,10,滘,13,
85,10,滜,13,
85,10,漓,13,
85,11,滌,14,洒也。从水，條聲。 〔徒歴切〕 (236 / 236)
85,11,滫,14,久泔也。从水，脩聲。 〔息流切，又思酒切〕 (236 / 235)
85,11,滬,14,
85,11,滭,14,
85,11,滮,14,
85,11,滯,14,凝也。从水，帶聲。 〔直例切〕 (234 / 234)
85,11,滱,14,水，起北地靈丘，東入河。从水，寇聲。滱水即漚夷水，并州川也。 〔苦候切〕 (228 / 228)
85,11,滲,14,下漉也。从水，參聲。 〔所禁切〕 (231 / 230)
85,11,滴,14,水注也。从水，啻聲。 〔都歴切〕 (233 / 232)
85,11,滵,14,
85,11,滶,14,水，出南陽魯陽，入城父。从水，敖聲。 〔五勞切〕 (226 / 226)
85,11,滷,14,
85,11,滸,14,
85,11,滹,14,
85,11,滻,14,水，出京兆藍田谷，入霸。从水，產聲。 〔所簡切〕 (225 / 225)
85,11,滼,14,
85,11,滽,14,
85,11,滾,14,
85,11,滿,14,盈溢也。从水，㒼聲。 〔莫旱切〕 (231 / 231)
85,11,漀,15,側出泉也。从水，殸聲。殸，籀文磬字。 〔去挺切〕 (236 / 235)
85,11,漁,14,捕魚也。从𩺰从水。漁，篆文𩼪，从魚。 〔語居切〕 (245 / 245)
85,11,漂,14,浮也。从水，票聲。 〔匹消切，又匹妙切〕 (230 / 229)
85,11,漃,14,
85,11,漅,14,
85,11,漆,14,水，出右扶風杜陵岐山，東入渭。一曰：入洛。从水，桼聲。 〔親吉切〕 (225 / 225)
85,11,漇,14,
85,11,漈,14,
85,11,漉,14,浚也。从水，鹿聲。淥，漉或从彔。 〔盧谷切〕 (236 / 235)
85,11,漊,14,雨漊漊也。从水，婁聲。一曰：汝南謂飲酒習之不醉爲漊。 〔力主切〕 (234 / 233)
85,11,漍,14,
85,11,漎,14,
85,11,漏,14,以銅受水刻節，晝夜百刻。从水，屚聲。 〔盧后切〕 (237 / 237)
85,11,漒,14,
85,11,演,14,長流也。一曰：水名。从水，寅聲。 〔以淺切〕 (229 / 229)
85,11,漕,14,水轉轂也。一曰：人之所乘及船也。从水，曹聲。 〔在到切〕 (237 / 237)
85,11,漘,14,水厓也。从水，脣聲。《詩》曰：寘河之漘。 〔常倫切〕 (232 / 231)
85,11,漙,14,露皃。从水，專聲。 〔度官切〕 (238 / 237)
85,11,漚,14,久漬也。从水，區聲。 〔烏候切〕 (234 / 234)
85,11,漜,14,
85,11,漞,14,
85,11,漟,14,
85,11,漠,14,北方流沙也。一曰：清也。从水，莫聲。 〔慕各切〕 (229 / 228)
85,11,漡,14,
85,11,漢,14,漾也。東爲滄浪水。从水，難省聲。㵄，古文。 【臣鉉等曰：从難省，當作从堇，而前作相承去土从大，疑兼从古文省。】 〔呼旰切〕 (225 / 224)
85,11,漣,14,大波爲瀾。从水，闌聲。漣，瀾或从連。 〔洛干切〕 【臣鉉等曰：今俗音力延切。】 (230 / 229)
85,11,漥,14,清水也。一曰：窊也。从水，窐聲。 〔一穎切，又屋瓜切〕 (232 / 232)
85,11,漦,15,順流也。一曰：水名。从水，𠩺聲。 〔俟甾切〕 (229 / 229)
85,11,漧,14,
85,11,漩,14,回泉也。从水，旋省聲。 〔似沿切〕 (231 / 230)
85,11,漪,14,
85,11,漫,14,
85,11,漬,14,漚也。从水，責聲。 〔前智切〕 (234 / 234)
85,11,漭,14,
85,11,漮,14,水虛也。从水，康聲。 〔苦岡切〕 (235 / 234)
85,11,漯,14,
85,11,漰,14,
85,11,漱,14,盪口也。从水，(敕)[欶]聲。 〔所右切〕 (236 / 236)
85,11,漲,14,
85,11,漳,14,濁漳，出上黨長子鹿谷山，東入清漳。清漳，出沾山大要谷，北入河。南漳，出南郡臨沮。从水，章聲。 〔諸良切〕 (226 / 225)
85,11,漵,14,水浦也。从水，敘聲。 〔徐呂切〕 (238 / 237)
85,11,漶,14,
85,11,漷,14,水，在魯。从水，郭聲。 〔苦郭切〕 (227 / 226)
85,11,漸,14,水，出丹陽黟南蠻中，東入海。从水，斬聲。 〔慈冉切〕 (226 / 225)
85,11,漹,14,水，出西河中陽北沙，南入河。从水，焉聲。 〔乙乾切〕 (228 / 228)
85,11,漺,14,
85,11,漻,14,清深也。从水，翏聲。 〔洛蕭切〕 (229 / 229)
85,11,漼,14,深也。从水，崔聲。《詩》曰：有漼者淵。 〔七罪切〕 (231 / 230)
85,11,漾,14,水，出隴西相道，東至武都爲漢。从水，羕聲。瀁，古文从養。 〔余亮切〕 (225 / 224)
85,11,漿,15,酢𤖅也。从水，將省聲。𤕯，古文𤖅省。 〔即良切〕 (236 / 235)
85,11,潀,14,小水入大水曰潀。从水从眾。《詩》曰：鳧鷖在潀。 〔徂紅切〕 (232 / 231)
85,11,潁,15,水，出潁川陽城乾山，東入淮。从水，頃聲。豫州浸。 〔余頃切〕 (227 / 226)
85,11,潃,14,
85,12,潎,15,於水中擊絮也。从水，敝聲。 〔匹蔽切〕 (237 / 236)
85,12,潏,15,涌出也。一曰：水中坻，人所爲爲潏。一曰：潏，水名，在京兆杜陵。从水，矞聲。 〔古穴切〕 (230 / 229)
85,12,潐,15,盡也。从水，焦聲。 〔子肖切〕 (235 / 234)
85,12,潑,15,
85,12,潒,15,水潒瀁也。从水，象聲。讀若蕩。 〔徒朗切〕 (229 / 228)
85,12,潓,15,水，出廬江，入淮。从水，惠聲。 〔胡計切〕 (226 / 225)
85,12,潔,15,瀞也。从水，絜聲。 〔古屑切〕 (238 / 238)
85,12,潕,15,水，出南陽舞陽，東入潁。从水，無聲。 〔文甫切〕 (226 / 226)
85,12,潗,15,
85,12,潘,15,淅米汁也。一曰：水名，在河南滎陽。从水，番聲。 〔普官切〕 (236 / 235)
85,12,潚,15,深清也。从水，肅聲。 〔子叔切〕 (229 / 229)
85,12,潛,15,涉水也。一曰：藏也。一曰：漢水爲潛。从水，朁聲。 〔昨鹽切〕 (233 / 233)
85,12,潝,15,水疾聲。从水，翕聲。 〔許及切〕 (230 / 229)
85,12,潞,15,冀州浸也。上黨有潞縣。从水，路聲。 〔洛故切〕 (226 / 225)
85,12,潟,15,
85,12,潠,15,含水噴也。从水，巽聲。 〔穌困切〕 (238 / 238)
85,12,潡,15,
85,12,潢,15,積水池。从水，黃聲。 〔乎光切〕 (232 / 232)
85,12,潣,15,水流浼浼皃。从水，閔聲。 〔眉殞切〕 (231 / 230)
85,12,潤,15,水曰潤下。从水，閏聲。 〔如順切〕 (235 / 234)
85,12,潦,15,雨水大皃。从水，尞聲。 〔盧皓切〕 (234 / 233)
85,12,潧,15,水，出鄭國。从水，曾聲。《詩》曰：潧與洧，方渙渙兮。 〔側詵切〕 (227 / 226)
85,12,潩,15,水，出河南密縣大隗山，南入潁。从水，異聲。 〔与職切〕 (225 / 225)
85,12,潪,15,
85,12,潫,15,
85,12,潬,15,
85,12,潭,15,水，出武陵鐔成玉山，東入鬱林。从水，覃聲。 〔徒含切〕 (226 / 226)
85,12,潮,15,水朝宗于海。从水、朝省。 【臣鉉等曰：隸書不省。】 〔直遙切〕 (229 / 228)
85,12,潯,15,旁深也。从水，尋聲。 〔徐林切〕 (231 / 230)
85,12,潰,15,漏也。从水，貴聲。 〔胡對切〕 (231 / 231)
85,12,潲,15,
85,12,潳,15,
85,12,潶,15,
85,12,潷,15,
85,12,潸,15,涕流皃。从水，散省聲。《詩》曰：潸焉出涕。 〔所姦切〕 (237 / 237)
85,12,潺,15,水聲。从水，孱聲。 〔昨閑切〕 (238 / 237)
85,12,潻,15,
85,12,潼,15,水，出廣漢梓潼北界，南入墊江。从水，童聲。 〔徒紅切〕 (224 / 224)
85,12,潽,15,
85,12,潾,15,
85,12,潿,15,不流濁也。从水，圍聲。 〔羽非切〕 (231 / 230)
85,12,澀,17,
85,12,澂,15,清也。从水，徵省聲。 【臣鉉等曰：今俗作澄，非是。】 〔直陵切〕 (231 / 230)
85,12,澄,15,清也。从水，徵省聲。 【臣鉉等曰：今俗作澄，非是。】 〔直陵切〕 (231 / 230)
85,12,澅,15,
85,12,澆,15,𣵽也。从水，堯聲。 〔古堯切〕 (236 / 236)
85,12,澇,15,水，出扶風鄠，北入渭。从水，勞聲。 〔魯刀切〕 (225 / 225)
85,12,澈,15,
85,12,澉,15,
85,12,澋,15,
85,12,澌,15,水索也。从水，斯聲。 〔息移切〕 (234 / 234)
85,12,澍,15,時雨，澍生萬物。从水，尌聲。 〔常句切〕 (234 / 233)
85,12,澎,15,
85,12,澐,15,江水大波謂之澐。从水，雲聲。 〔王分切〕 (230 / 229)
85,12,澒,15,丹沙所化，爲水銀也。从水，項聲。 〔呼孔切〕 (237 / 237)
85,12,澓,15,
85,12,澔,15,
85,12,澕,15,
85,12,澖,15,
85,12,澗,15,山夾水也。从水，閒聲。一曰：㵎水，出弘農新安，東南入洛。 〔古莧切〕 (232 / 232)
85,13,㵪,16,
85,13,澞,16,
85,13,澠,16,
85,13,澡,16,洒手也。从水，喿聲。 〔子皓切〕 (237 / 236)
85,13,澢,16,
85,13,澣,16,
85,13,澤,16,光潤也。从水，睪聲。 〔丈伯切〕 (231 / 231)
85,13,澥,16,郣澥，海之別名。从水，解聲。一說：澥即澥谷也。 〔胡買切〕 (229 / 228)
85,13,澦,16,
85,13,澧,16,水，出南陽雉衡山，東入汝。从水，豊聲。 〔盧啓切〕 (226 / 226)
85,13,澨,16,埤增水邊土，人所止者。从水，筮聲。《夏書》曰：過三澨。 〔時制切〕 (233 / 232)
85,13,澩,17,夏有水冬無水曰澩。从水，學省聲。讀若學。㶅，澩或不省。 〔胡角切〕 (232 / 232)
85,13,澪,16,
85,13,澫,16,
85,13,澬,16,久雨涔資也。一曰：水名。从水，資聲。 〔才私切，又即夷切〕 (234 / 233)
85,13,澭,16,河灉水，在宋。从水，雝聲。 〔於容切〕 (227 / 227)
85,13,澮,16,水，出靃山，西南入汾。从水，會聲。 〔古外切〕 (225 / 225)
85,13,澯,16,
85,13,澰,16,
85,13,澱,16,滓滋也。从水，殿聲。 〔堂練切〕 (236 / 235)
85,13,澲,16,
85,13,澳,16,隈厓也。其內曰澳，其外曰隈。从水，奧聲。 〔於六切〕 (232 / 232)
85,13,澴,16,
85,13,澶,16,澶淵水，在宋。从水，亶聲。 〔市連切〕 (227 / 227)
85,13,澸,16,
85,13,澹,16,水搖也。从水，詹聲。 〔徒濫切〕 (231 / 230)
85,13,澺,16,水，出汝南上蔡黑閭㵎，入汝。从水，意聲。 〔於力切〕 (227 / 226)
85,13,澼,16,
85,13,澽,16,
85,13,澿,16,
85,13,激,16,水礙衺疾波也。从水，敫聲。一曰：半遮也。 〔古歴切〕 (230 / 230)
85,13,濁,16,水，出齊郡厲嬀山，東北入鉅定。从水，蜀聲。 〔直角切〕 (227 / 227)
85,13,濂,16,
85,13,濃,16,露多也。从水，農聲。《詩》曰：零露濃濃。 〔女容切〕 (234 / 234)
85,13,濄,16,水，受淮陽扶溝浪湯渠，東入淮。从水，過聲。 〔古禾切〕 (227 / 226)
85,13,濆,16,水厓也。从水，賁聲。《詩》曰：敦彼淮濆。 〔符分切〕 (232 / 231)
85,13,濇,16,不滑也。从水，嗇聲。 〔色立切〕 (231 / 231)
85,13,濈,16,和也。从水，戢聲。 〔阻立切〕 (236 / 236)
85,13,濉,16,
85,13,濊,16,水多皃。从水，歲聲。 〔呼會切〕 (238 / 237)
85,13,濋,16,
85,13,濌,17,
85,13,濍,16,
85,13,濎,16,
85,13,濏,16,
85,14,濔,17,滿也。从水，爾聲。 〔奴禮切〕 (231 / 230)
85,14,濕,17,水，出東郡東武陽，入海。从水，㬎聲。桑欽云：出平原高唐。 〔他合切〕 (227 / 226)
85,14,濘,17,滎濘也。从水，寧聲。 〔乃定切〕 (232 / 231)
85,14,濛,17,微雨也。从水，蒙聲。 〔莫紅切〕 (234 / 233)
85,14,濜,17,
85,14,濝,17,
85,14,濞,17,水暴至聲。从水，鼻聲。 〔匹備切〕 (230 / 229)
85,14,濟,17,水，出常山房子贊皇山，東入泜。从水，齊聲。 〔子禮切〕 (228 / 227)
85,14,濠,17,
85,14,濡,17,水，出涿郡故安，東入漆涑。从水，需聲。 〔人朱切〕 (228 / 227)
85,14,濢,17,小溼也。从水，翠聲。 〔遵誄切〕 (231 / 231)
85,14,濣,17,
85,14,濤,17,大波也。从水，壽聲。 〔徒刀切〕 (238 / 237)
85,14,濦,17,水，出潁川陽城少室山，東入潁。从水，㥯聲。 〔於謹切〕 (227 / 226)
85,14,濧,17,
85,14,濨,17,
85,14,濩,17,雨流霤下。从水，蒦聲。 〔胡郭切〕 (234 / 233)
85,14,濫,17,氾也。从水，監聲。一曰：濡上及下也。《詩》曰：𧥑沸濫泉。一曰：清也。 〔盧瞰切〕 (230 / 230)
85,14,濬,17,深通川也。从谷从𣦵。𣦵，殘地阬坎意也。《虞書》曰：䜭畎澮距川。𣽊，䜭或从水。濬，古文䜭。 〔私閏切〕 (240 / 240)
85,14,濭,17,
85,14,濮,17,水，出東郡濮陽，南入鉅野。从水，僕聲。 〔博木切〕 (227 / 226)
85,14,濯,17,𤃬也。从水，翟聲。 〔直角切〕 (237 / 236)
85,14,濰,17,水，出琅邪箕屋山，東入海。徐州浸。《夏書》曰：濰淄其道。从水，維聲。 〔以追切〕 (227 / 227)
85,14,濱,17,
85,14,濲,17,
85,14,濴,17,
85,14,濷,18,
85,15,濺,18,
85,15,濻,18,
85,15,濼,18,齊魯閒水也。从水，樂聲。《春秋傳》曰：公會齊侯于濼。 〔盧谷切〕 (227 / 226)
85,15,濾,18,
85,15,濿,18,履石渡水也。从水从石。《詩》曰：深則砅。濿，砅或从厲。 〔力制切〕 (233 / 233)
85,15,瀀,18,澤多也。从水，憂聲。《詩》曰：既瀀既渥。 〔於求切〕 (234 / 234)
85,15,瀁,18,水，出隴西相道，東至武都爲漢。从水，羕聲。瀁，古文从養。 〔余亮切〕 (225 / 224)
85,15,瀄,18,
85,15,瀅,18,
85,15,瀆,18,溝也。从水，(賣)[𧸇]聲。一曰：邑中溝。 〔徒谷切〕 (232 / 232)
85,15,瀇,18,
85,15,瀉,18,
85,15,瀊,18,
85,15,瀋,18,汁也。从水，審聲。《春秋傳》曰：猶拾瀋。 〔昌枕切〕 (236 / 236)
85,15,瀌,18,雨雪瀌瀌。从水，麃聲。 〔甫嬌切〕 (234 / 234)
85,15,瀍,18,
85,15,瀎,18,拭滅皃。从水，蔑聲。 〔莫達切〕 (235 / 235)
85,15,瀏,18,流清皃。从水，劉聲。《詩》曰：瀏其清矣。 〔力久切〕 (229 / 229)
85,15,瀑,18,疾雨也。一曰：沫也。一曰：瀑，資也。从水，暴聲。《詩》曰：終風且瀑。 〔平到切〕 (234 / 233)
85,15,瀔,18,
85,16,瀕,19,水厓，人所賓附，頻蹙不前而止。从頁从涉。凡頻之屬皆从頻。 【臣鉉等曰：今俗別作水賓，非是。】 〔符眞切〕 (239 / 239)
85,16,瀖,19,
85,16,瀗,19,
85,16,瀘,19,水名。从水，盧聲。 〔洛乎切〕 (238 / 237)
85,16,瀙,19,水，出南陽舞陽中陽山，入潁。从水，親聲。 〔七吝切〕 (226 / 226)
85,16,瀚,19,
85,16,瀛,19,水名。从水，嬴聲。 〔以成切〕 (238 / 237)
85,16,瀜,19,
85,16,瀝,19,浚也。从水，歴聲。一曰：水下滴瀝。 〔郎擊切〕 (236 / 235)
85,16,瀞,19,無垢薉也。从水，靜聲。 〔疾正切〕 (235 / 235)
85,16,瀟,19,水名。从水，蕭聲。 〔相邀切〕 (238 / 237)
85,16,瀠,19,
85,16,瀡,19,
85,16,瀢,19,
85,16,瀣,19,沆瀣，气也。从水，䪥省聲。 〔胡介切〕 (238 / 237)
85,16,瀤,19,北方水也。从水，褱聲。 〔戶乖切〕 (228 / 227)
85,16,瀦,19,水所亭也。从水，豬聲。 〔陟魚切〕 (238 / 237)
85,16,瀧,19,雨瀧瀧皃。从水，龍聲。 〔力公切〕 (234 / 233)
85,16,瀨,19,水流沙上也。从水，賴聲。 〔洛帶切〕 (232 / 231)
85,16,瀩,19,
85,16,瀪,20,泉水也。从泉，緐聲。讀若飯。 〔符萬切〕 (239 / 239)
85,16,瀫,19,
85,17,瀯,20,
85,17,瀰,20,
85,17,瀱,20,井，一有水，一無水，謂之瀱汋。从水，罽聲。 〔居例切〕 (230 / 230)
85,17,瀲,20,
85,17,瀳,20,水至也。从水，薦聲。讀若尊。 〔又在甸切〕 (231 / 230)
85,17,瀴,20,
85,17,瀵,20,水浸也。从水，糞聲。《爾雅》曰：瀵大出尾下。 〔方問切〕 (235 / 235)
85,17,瀷,20,水，出河南密縣，東入潁。从水，翼聲。 〔與職切〕 (226 / 226)
85,17,瀸,20,漬也。从水，韱聲。《爾雅》曰：泉一見一否爲瀸。 〔子廉切〕 (231 / 231)
85,17,瀹,20,漬也。从水，龠聲。 〔以灼切〕 (236 / 235)
85,17,瀺,20,
85,17,瀻,20,
85,17,瀼,20,露濃皃。从水，襄聲。 〔汝羊切〕 (238 / 237)
85,17,瀾,20,大波爲瀾。从水，闌聲。漣，瀾或从連。 〔洛干切〕 【臣鉉等曰：今俗音力延切。】 (230 / 229)
85,17,瀿,20,
85,17,灀,20,
85,17,灁,20,
85,18,灂,21,水小聲。从水，爵聲。 〔士角切〕 (230 / 229)
85,18,灃,21,
85,18,灄,21,
85,18,灅,21,水，出右北平浚靡，東南入庚。从水，壘聲。 〔力軌切〕 (228 / 227)
85,18,灆,21,
85,18,灈,21,水，出汝南吳房，入瀙。从水，瞿聲。 〔其俱切〕 (227 / 226)
85,18,灉,21,河灉水，在宋。从水，雝聲。 〔於容切〕 (227 / 227)
85,18,灊,21,水，出巴郡宕渠，西南入江。从水，鬵聲。 〔昨鹽切〕 (225 / 224)
85,18,灋,21,刑也。平之如水，从水、廌，所以觸不直者去之，从去。法，今文省。佱，古文。 〔方乏切〕 (202 / 201)
85,18,灌,21,水，出廬江雩婁，北入淮。从水，雚聲。 〔古玩切〕 (226 / 225)
85,19,灑,22,汛也。从水，麗聲。 〔山豉切〕 (237 / 236)
